Index:PostionX:PostionZ:RotationAngle:PhotonTime
1:0:0,08:0:2343538,527
193:-3,44:12:270:2343542,359
194:-3,52:12:270:2343542,375
195:-3,6:12:270:2343542,392
196:-3,68:12:270:2343542,425
197:-3,76:12:270:2343542,442
198:-3,84:12:270:2343542,459
199:-3,92:12:270:2343542,476
200:-4:12:270:2343542,492
201:-3,92:12:270:2343542,53
202:-3,84:12:270:2343542,543
203:-3,76:12:270:2343542,559
204:-3,68:12:270:2343542,576
205:-3,6:12:270:2343542,593
206:-3,52:12:270:2343542,626
207:-3,44:12:270:2343542,643
208:-3,36:12:270:2343542,66
209:-3,28:12:270:2343542,677
210:-3,2:12:270:2343542,694
211:-3,12:12:270:2343542,728
212:-3,04:12:270:2343542,744
213:-2,96:12:270:2343542,761
214:-2,88:12:270:2343542,778
215:-2,8:12:270:2343542,795
216:-2,72:12:270:2343542,828
217:-2,64:12:270:2343542,845
218:-2,56:12:270:2343542,862
219:-2,48:12:270:2343542,879
220:-2,4:12:270:2343542,896
221:-2,32:12:270:2343542,912
222:-2,24:12:270:2343542,946
223:-2,16:12:270:2343542,962
224:-2,08:12:270:2343542,979
225:-2:12:270:2343542,996
226:-1,92:12:270:2343543,012
227:-1,84:12:270:2343543,046
228:-1,76:12:270:2343543,062
229:-1,68:12:270:2343543,079
230:-1,6:12:270:2343543,096
231:-1,52:12:270:2343543,113
232:-1,44:12:270:2343543,147
233:-1,36:12:270:2343543,163
234:-1,28:12:270:2343543,18
235:-1,2:12:270:2343543,197
236:-1,12:12:270:2343543,213
237:-1,04:12:270:2343543,247
238:-0,96:12:270:2343543,264
239:-0,8800001:12:270:2343543,281
240:-0,8000001:12:270:2343543,297
241:-0,72:12:270:2343543,314
242:-0,64:12:270:2343543,356
243:-0,5600001:12:270:2343543,365
244:-0,48:12:270:2343543,381
245:-0,4:12:270:2343543,398
246:-0,32:12:270:2343543,415
247:-0,24:12:270:2343543,448
248:-0,16:12:270:2343543,465
249:-0,08000001:12:270:2343543,482
250:0:12:270:2343543,498
251:-9,536743E-09:12,08:270:2343543,515
252:-1,907349E-08:12,16:270:2343543,532
253:-2,861023E-08:12,24:270:2343543,566
254:-3,814697E-08:12,32:270:2343543,583
255:-4,768371E-08:12,4:270:2343543,6
256:-5,722046E-08:12,48:270:2343543,617
257:-6,67572E-08:12,56:270:2343543,633
258:-7,629394E-08:12,64:270:2343543,667
259:-8,583068E-08:12,72:270:2343543,684
260:-9,536743E-08:12,8:270:2343543,7
261:-1,049042E-07:12,88:270:2343543,717
262:-1,144409E-07:12,96:270:2343543,734
263:-1,239777E-07:13,04:270:2343543,768
264:-1,335144E-07:13,12:270:2343543,785
265:-1,430511E-07:13,2:270:2343543,802
266:-1,525879E-07:13,28:270:2343543,819
267:-1,621246E-07:13,36:270:2343543,836
268:-1,716614E-07:13,44:270:2343543,852
269:-1,811981E-07:13,52:270:2343543,886
270:-1,907349E-07:13,6:270:2343543,903
271:-2,002716E-07:13,68:270:2343543,919
272:-2,098083E-07:13,76:270:2343543,936
273:-2,193451E-07:13,84:270:2343543,953
274:-2,288818E-07:13,92:270:2343543,987
275:-2,384186E-07:14:270:2343544,004
276:-2,479553E-07:14,08:270:2343544,021
277:-2,57492E-07:14,16:270:2343544,038
278:-2,670288E-07:14,24:270:2343544,054
279:-2,765655E-07:14,32:270:2343544,088
280:-2,861023E-07:14,4:270:2343544,106
281:-2,95639E-07:14,48:270:2343544,123
282:-3,051758E-07:14,56:270:2343544,139
283:-3,147125E-07:14,64:270:2343544,156
284:-3,242493E-07:14,72:270:2343544,173
285:-3,33786E-07:14,8:270:2343544,206
286:-3,433227E-07:14,88:270:2343544,223
287:-3,528595E-07:14,96:270:2343544,24
288:-3,623962E-07:15,04:270:2343544,257
289:-3,71933E-07:15,12:270:2343544,273
290:-3,814697E-07:15,2:270:2343544,307
291:-3,910065E-07:15,28:270:2343544,326
292:-4,005432E-07:15,36:270:2343544,34
293:-4,100799E-07:15,44:270:2343544,357
294:-4,196167E-07:15,52:270:2343544,374
295:-4,291534E-07:15,6:270:2343544,407
296:-4,386902E-07:15,68:270:2343544,424
297:-4,482269E-07:15,76:270:2343544,44
298:-4,577637E-07:15,84:270:2343544,457
299:-4,673004E-07:15,92:270:2343544,474
300:-4,768372E-07:16:270:2343544,508
301:0,05656807:16,05657:45:2343544,525
302:0,1131366:16,11314:45:2343544,541
303:0,1697052:16,16971:45:2343544,558
304:0,2262737:16,22627:45:2343544,575
305:0,2828422:16,28284:45:2343544,592
306:0,3394108:16,33941:45:2343544,626
307:0,3959793:16,39598:45:2343544,643
308:0,4525479:16,45255:45:2343544,66
309:0,5091164:16,50912:45:2343544,677
310:0,565685:16,56569:45:2343544,694
311:0,6222535:16,62225:45:2343544,728
312:0,678822:16,67882:45:2343544,745
313:0,7353906:16,73539:45:2343544,762
314:0,7919592:16,79196:45:2343544,778
315:0,8485277:16,84853:45:2343544,795
316:0,9050962:16,9051:45:2343544,812
317:0,9616648:16,96166:45:2343544,845
318:1,018233:17,01823:45:2343544,862
319:1,074802:17,0748:45:2343544,879
320:1,13137:17,13137:45:2343544,896
321:1,187939:17,18794:45:2343544,912
322:1,244508:17,24451:45:2343544,946
323:1,301076:17,30108:45:2343544,963
324:1,357645:17,35765:45:2343544,98
325:1,414213:17,41421:45:2343544,997
326:1,470782:17,47078:45:2343545,014
327:1,52735:17,52735:45:2343545,047
328:1,583919:17,58392:45:2343545,064
329:1,640487:17,64049:45:2343545,081
330:1,697056:17,69706:45:2343545,098
331:1,753624:17,75362:45:2343545,115
332:1,810193:17,81019:45:2343545,132
333:1,866761:17,86676:45:2343545,166
334:1,92333:17,92333:45:2343545,183
335:1,979899:17,9799:45:2343545,2
336:2,036467:18,03647:45:2343545,216
337:2,093036:18,09304:45:2343545,233
338:2,149604:18,1496:45:2343545,267
339:2,206173:18,20617:45:2343545,283
340:2,262741:18,26274:45:2343545,3
341:2,31931:18,31931:45:2343545,317
342:2,375878:18,37588:45:2343545,334
343:2,432447:18,43245:45:2343545,367
344:2,489016:18,48902:45:2343545,384
345:2,545584:18,54558:45:2343545,401
346:2,602153:18,60215:45:2343545,418
347:2,658721:18,65872:45:2343545,434
348:2,71529:18,71529:45:2343545,468
349:2,771858:18,77186:45:2343545,484
350:2,828427:18,82843:45:2343545,501
351:2,884995:18,77186:135:2343545,518
352:2,941564:18,71529:135:2343545,535
353:2,998132:18,65872:135:2343545,575
354:3,054701:18,60215:135:2343545,585
355:3,111269:18,54558:135:2343545,601
356:3,167838:18,48902:135:2343545,618
357:3,224406:18,43245:135:2343545,635
358:3,280975:18,37588:135:2343545,652
359:3,337544:18,31931:135:2343545,686
360:3,394112:18,26274:135:2343545,703
361:3,450681:18,20617:135:2343545,719
362:3,507249:18,1496:135:2343545,736
363:3,563818:18,09303:135:2343545,753
364:3,620386:18,03647:135:2343545,786
365:3,676955:17,9799:135:2343545,803
366:3,733523:17,92333:135:2343545,82
367:3,790092:17,86676:135:2343545,837
368:3,84666:17,81019:135:2343545,853
369:3,903229:17,75362:135:2343545,887
370:3,959798:17,69706:135:2343545,903
371:4,016366:17,64049:135:2343545,92
372:4,072935:17,58392:135:2343545,937
373:4,129503:17,52735:135:2343545,954
374:4,186072:17,47078:135:2343545,988
375:4,24264:17,41421:135:2343546,004
376:4,299209:17,35765:135:2343546,021
377:4,355777:17,30107:135:2343546,038
378:4,412346:17,24451:135:2343546,055
379:4,468915:17,18794:135:2343546,072
380:4,525483:17,13137:135:2343546,105
381:4,582051:17,0748:135:2343546,122
382:4,63862:17,01823:135:2343546,139
383:4,695189:16,96166:135:2343546,159
384:4,751757:16,9051:135:2343546,173
385:4,808326:16,84853:135:2343546,207
386:4,864894:16,79196:135:2343546,224
387:4,921463:16,73539:135:2343546,24
388:4,978031:16,67882:135:2343546,257
389:5,0346:16,62225:135:2343546,274
390:5,091168:16,56569:135:2343546,308
391:5,147737:16,50912:135:2343546,325
392:5,204306:16,45255:135:2343546,342
393:5,260874:16,39598:135:2343546,359
394:5,317442:16,33941:135:2343546,376
395:5,374011:16,28284:135:2343546,393
396:5,43058:16,22627:135:2343546,426
397:5,487148:16,1697:135:2343546,443
398:5,543717:16,11314:135:2343546,46
399:5,600285:16,05657:135:2343546,476
400:5,656854:16:135:2343546,493
401:5,600285:15,94343:225:2343546,526
402:5,543717:15,88686:225:2343546,543
403:5,487148:15,83029:225:2343546,56
404:5,43058:15,77372:225:2343546,576
405:5,374011:15,71716:225:2343546,593
406:5,317442:15,66059:225:2343546,626
407:5,260874:15,60402:225:2343546,643
408:5,204306:15,54745:225:2343546,66
409:5,147737:15,49088:225:2343546,676
410:5,091168:15,43431:225:2343546,693
411:5,0346:15,37774:225:2343546,727
412:4,978031:15,32118:225:2343546,743
413:4,921463:15,26461:225:2343546,76
414:4,864894:15,20804:225:2343546,777
415:4,808326:15,15147:225:2343546,794
416:4,751757:15,0949:225:2343546,828
417:4,695189:15,03833:225:2343546,845
418:4,63862:14,98176:225:2343546,862
419:4,582051:14,9252:225:2343546,878
420:4,525483:14,86863:225:2343546,895
421:4,468915:14,81206:225:2343546,929
422:4,412346:14,75549:225:2343546,945
423:4,355777:14,69892:225:2343546,962
424:4,299209:14,64235:225:2343546,979
425:4,24264:14,58578:225:2343546,996
426:4,186071:14,52922:225:2343547,012
427:4,129503:14,47265:225:2343547,046
428:4,072935:14,41608:225:2343547,063
429:4,016366:14,35951:225:2343547,079
430:3,959797:14,30294:225:2343547,097
431:3,903229:14,24637:225:2343547,113
432:3,84666:14,18981:225:2343547,147
433:3,790092:14,13324:225:2343547,166
434:3,733523:14,07667:225:2343547,18
435:3,676955:14,0201:225:2343547,198
436:3,620386:13,96353:225:2343547,214
437:3,563818:13,90696:225:2343547,248
438:3,507249:13,85039:225:2343547,264
439:3,45068:13,79383:225:2343547,281
440:3,394112:13,73726:225:2343547,298
441:3,337543:13,68069:225:2343547,315
442:3,280975:13,62412:225:2343547,348
443:3,224406:13,56755:225:2343547,365
444:3,167838:13,51098:225:2343547,382
445:3,111269:13,45441:225:2343547,398
446:3,054701:13,39785:225:2343547,415
447:2,998132:13,34128:225:2343547,432
448:2,941564:13,28471:225:2343547,465
449:2,884995:13,22814:225:2343547,482
450:2,828427:13,17157:225:2343547,499
451:2,771858:13,22814:315:2343547,516
452:2,71529:13,28471:315:2343547,533
453:2,658721:13,34128:315:2343547,567
454:2,602152:13,39785:315:2343547,584
455:2,545584:13,45441:315:2343547,6
456:2,489015:13,51098:315:2343547,617
457:2,432447:13,56755:315:2343547,634
458:2,375878:13,62412:315:2343547,667
459:2,31931:13,68069:315:2343547,684
460:2,262741:13,73726:315:2343547,701
461:2,206173:13,79383:315:2343547,717
462:2,149604:13,85039:315:2343547,734
463:2,093035:13,90696:315:2343547,768
464:2,036467:13,96353:315:2343547,785
465:1,979898:14,0201:315:2343547,803
466:1,92333:14,07667:315:2343547,819
467:1,866761:14,13324:315:2343547,836
468:1,810193:14,18981:315:2343547,853
469:1,753624:14,24637:315:2343547,887
470:1,697056:14,30294:315:2343547,904
471:1,640487:14,35951:315:2343547,921
472:1,583919:14,41608:315:2343547,938
473:1,52735:14,47265:315:2343547,955
474:1,470782:14,52922:315:2343547,972
475:1,414213:14,58578:315:2343548,006
476:1,357645:14,64235:315:2343548,022
477:1,301076:14,69892:315:2343548,039
478:1,244507:14,75549:315:2343548,056
479:1,187939:14,81206:315:2343548,073
480:1,13137:14,86863:315:2343548,107
481:1,074802:14,9252:315:2343548,124
482:1,018233:14,98176:315:2343548,141
483:0,9616647:15,03833:315:2343548,158
484:0,9050962:15,0949:315:2343548,175
485:0,8485276:15,15147:315:2343548,208
486:0,7919591:15,20804:315:2343548,225
487:0,7353905:15,26461:315:2343548,241
488:0,678822:15,32118:315:2343548,258
489:0,6222535:15,37774:315:2343548,275
490:0,5656849:15,43431:315:2343548,292
491:0,5091164:15,49088:315:2343548,326
492:0,4525478:15,54745:315:2343548,343
493:0,3959793:15,60402:315:2343548,36
494:0,3394108:15,66059:315:2343548,377
495:0,2828422:15,71716:315:2343548,394
496:0,2262737:15,77372:315:2343548,427
497:0,1697052:15,83029:315:2343548,444
498:0,1131366:15,88686:315:2343548,461
499:0,05656806:15,94343:315:2343548,477
500:-4,768372E-07:16:315:2343548,494
501:0,07999953:16:90:2343548,528
502:0,1599995:16:90:2343548,545
503:0,2399995:16:90:2343548,562
504:0,3199995:16:90:2343548,579
505:0,3999996:16:90:2343548,596
506:0,4799996:16:90:2343548,616
507:0,5599996:16:90:2343548,646
508:0,6399996:16:90:2343548,663
509:0,7199996:16:90:2343548,68
510:0,7999996:16:90:2343548,696
511:0,8799996:16:90:2343548,713
512:0,9599996:16:90:2343548,747
513:1,04:16:90:2343548,763
514:1,12:16:90:2343548,78
515:1,2:16:90:2343548,797
516:1,28:16:90:2343548,814
517:1,36:16:90:2343548,847
518:1,44:16:90:2343548,864
519:1,52:16:90:2343548,88
520:1,6:16:90:2343548,897
521:1,68:16:90:2343548,914
522:1,76:16:90:2343548,947
523:1,84:16:90:2343548,964
524:1,92:16:90:2343548,981
525:2:16:90:2343548,997
526:2,08:16:90:2343549,014
527:2,16:16:90:2343549,047
528:2,24:16:90:2343549,064
529:2,32:16:90:2343549,081
530:2,4:16:90:2343549,098
531:2,48:16:90:2343549,114
532:2,56:16:90:2343549,148
533:2,64:16:90:2343549,165
534:2,72:16:90:2343549,182
535:2,8:16:90:2343549,199
536:2,88:16:90:2343549,216
537:2,96:16:90:2343549,233
538:3,04:16:90:2343549,267
539:3,12:16:90:2343549,284
540:3,2:16:90:2343549,301
541:3,28:16:90:2343549,318
542:3,36:16:90:2343549,334
543:3,44:16:90:2343549,368
544:3,52:16:90:2343549,385
545:3,6:16:90:2343549,401
546:3,68:16:90:2343549,418
547:3,76:16:90:2343549,451
548:3,84:16:90:2343549,457
549:3,92:16:90:2343549,474
550:4:16:90:2343549,507
551:4:16:90:2343549,524
552:4:16:90:2343549,541
553:4:16:90:2343549,557
554:4:16:90:2343549,574
555:4:16:90:2343549,607
556:4:16:90:2343549,624
557:4:16:90:2343549,641
558:4:16:90:2343549,657
559:4:16:90:2343549,677
560:4:16:90:2343549,708
561:4:16:90:2343549,725
562:4:16:90:2343549,742
563:4:16:90:2343549,759
564:4:16:90:2343549,775
565:4:16:90:2343549,792
566:4:16:90:2343549,825
567:4:16:90:2343549,842
568:4:16:90:2343549,859
569:4:16:90:2343549,876
570:4:16:90:2343549,892
571:4:16:90:2343549,926
572:4:16:90:2343549,943
573:4:16:90:2343549,959
574:4:16:90:2343549,976
575:4:16:90:2343549,993
576:4:16:90:2343550,026
577:4:16:90:2343550,043
578:4:16:90:2343550,06
579:4:16:90:2343550,079
580:4:16:90:2343550,094
581:4:16:90:2343550,127
582:4:16:90:2343550,144
583:4:16:90:2343550,161
584:4:16:90:2343550,178
585:4:16:90:2343550,195
586:4:16:90:2343550,212
587:4:16:90:2343550,245
588:4:16:90:2343550,262
589:4:16:90:2343550,279
590:4:16:90:2343550,296
591:4:16:90:2343550,312
592:4:16:90:2343550,346
593:4:16:90:2343550,362
594:4:16:90:2343550,379
595:4:16:90:2343550,396
596:4:16:90:2343550,413
597:4:16:90:2343550,446
598:4:16:90:2343550,463
599:4:16:90:2343550,48
600:4:16:90:2343550,497
601:4:16:90:2343550,514
602:4:16:90:2343550,548
603:4:16:90:2343550,565
604:4:16:90:2343550,582
605:4:16:90:2343550,599
606:4:16:90:2343550,616
607:4:16:90:2343550,633
608:4:16:90:2343550,666
609:4:16:90:2343550,683
610:4:16:90:2343550,7
611:4:16:90:2343550,717
612:4:16:90:2343550,733
613:4:16:90:2343550,767
614:4:16:90:2343550,783
615:4:16:90:2343550,8
616:4:16:90:2343550,817
617:4:16:90:2343550,833
618:4:16:90:2343550,867
619:4:16:90:2343550,883
620:4:16:90:2343550,9
621:4:16:90:2343550,917
622:4:16:90:2343550,934
623:4:16:90:2343550,968
624:4:16:90:2343550,985
625:4:16:90:2343551,002
626:4:16:90:2343551,019
627:4:16:90:2343551,036
628:4:16:90:2343551,053
629:4:16:90:2343551,091
630:4:16:90:2343551,107
631:4:16:90:2343551,121
632:4:16:90:2343551,138
633:4:16:90:2343551,155
634:4:16:90:2343551,172
635:4:16:90:2343551,205
636:4:16:90:2343551,222
637:4:16:90:2343551,239
638:4:16:90:2343551,256
639:4:16:90:2343551,273
640:4:16:90:2343551,306
641:4:16:90:2343551,323
642:4:16:90:2343551,34
643:4:16:90:2343551,357
644:4:16:90:2343551,374
645:4:16:90:2343551,408
646:4:16:90:2343551,425
647:4:16:90:2343551,442
648:4:16:90:2343551,459
649:4:16:90:2343551,476
650:4:16:90:2343551,493
651:4:16:90:2343551,527
652:4:16:90:2343551,544
653:4:16:90:2343551,56
654:4:16:90:2343551,577
655:4:16:90:2343551,594
656:4:16:90:2343551,628
657:4:16:90:2343551,645
658:4:16:90:2343551,662
659:4:16:90:2343551,679
660:4:16:90:2343551,696
661:4:16:90:2343551,713
662:4:16:90:2343551,747
663:4:16:90:2343551,764
664:4:16:90:2343551,78
665:4:16:90:2343551,797
666:4:16:90:2343551,814
667:4:16:90:2343551,848
668:4:16:90:2343551,864
669:4:16:90:2343551,881
670:4:16:90:2343551,898
671:4:16:90:2343551,915
672:4:16:90:2343551,932
673:4:16:90:2343551,965
674:4:16:90:2343551,982
675:4:16:90:2343551,999
676:4:16:90:2343552,015
677:4:16:90:2343552,032
678:4:16:90:2343552,065
679:4:16:90:2343552,082
680:4:16:90:2343552,099
681:4:16:90:2343552,116
682:4:16:90:2343552,133
683:4:16:90:2343552,17
684:4:16:90:2343552,184
685:4:16:90:2343552,201
686:4:16:90:2343552,217
687:4:16:90:2343552,234
688:4:16:90:2343552,268
689:4:16:90:2343552,284
690:4:16:90:2343552,301
691:4:16:90:2343552,318
692:4:16:90:2343552,335
693:4:16:90:2343552,368
694:4:16:90:2343552,385
695:4:16:90:2343552,402
696:4:16:90:2343552,419
697:4:16:90:2343552,436
698:4:16:90:2343552,453
699:4:16:90:2343552,487
700:4:16:90:2343552,503
701:4:16:90:2343552,52
702:4:16:90:2343552,537
703:4:16:90:2343552,553
704:4:16:90:2343552,587
705:4:16:90:2343552,603
706:4:16:90:2343552,62
707:4:16:90:2343552,637
708:4:16:90:2343552,654
709:4:16:90:2343552,688
710:4:16:90:2343552,705
711:4:16:90:2343552,722
712:4:16:90:2343552,739
713:4:16:90:2343552,756
714:4:16:90:2343552,773
715:4:16:90:2343552,807
716:4:16:90:2343552,823
717:4:16:90:2343552,84
718:4:16:90:2343552,857
719:4:16:90:2343552,874
720:4:16:90:2343552,908
721:4:16:90:2343552,925
722:4:16:90:2343552,942
723:4:16:90:2343552,959
724:4:16:90:2343552,975
725:4:16:90:2343553,002
726:4:16:90:2343553,026
727:4:16:90:2343553,042
728:4:16:90:2343553,059
729:4:16:90:2343553,076
730:4:16:90:2343553,092
731:4:16:90:2343553,126
732:4:16:90:2343553,143
733:4:16:90:2343553,159
734:4:16:90:2343553,176
735:4:16:90:2343553,193
736:4:16:90:2343553,227
737:4:16:90:2343553,244
738:4:16:90:2343553,261
739:4:16:90:2343553,277
740:4:16:90:2343553,294
741:4:16:90:2343553,328
742:4:16:90:2343553,345
743:4:16:90:2343553,362
744:4:16:90:2343553,378
745:4:16:90:2343553,395
746:4:16:90:2343553,412
747:4:16:90:2343553,445
748:4:16:90:2343553,462
749:4:16:90:2343553,479
750:4:16:90:2343553,496
